elapsed_s,gpu_temp,gpu_util,gpu_mem_mb,gpu_mem_total,gpu_power_w,cpu_pct,ram_pct,ram_used_gb
1256.1,53.0,0.0,7682.0,16303.0,39.31,5.1,21.7,14.83
1258.2,53.0,0.0,7682.0,16303.0,39.26,3.1,21.6,14.82
1260.2,53.0,0.0,7682.0,16303.0,39.17,2.2,21.5,14.74
1262.3,53.0,0.0,7682.0,16303.0,39.2,5.6,21.7,14.86
1264.3,53.0,0.0,7682.0,16303.0,39.16,2.6,21.8,14.9
1266.4,53.0,0.0,7682.0,16303.0,39.11,2.2,21.7,14.84
1268.4,53.0,0.0,7682.0,16303.0,39.21,4.3,21.6,14.79
1270.5,53.0,0.0,7682.0,16303.0,39.23,5.0,21.8,14.9
1272.5,53.0,0.0,7682.0,16303.0,39.16,1.2,21.6,14.81
1274.6,53.0,0.0,7682.0,16303.0,39.16,3.1,21.5,14.74
1276.6,53.0,0.0,7682.0,16303.0,39.33,2.7,21.6,14.79
1278.7,53.0,0.0,7682.0,16303.0,39.21,1.4,21.5,14.72
1280.7,53.0,0.0,7682.0,16303.0,39.35,6.0,21.8,14.9
1282.7,53.0,0.0,7682.0,16303.0,39.23,2.2,21.7,14.85
1284.8,53.0,0.0,7682.0,16303.0,39.14,2.0,21.6,14.77
1286.8,53.0,0.0,7682.0,16303.0,39.17,3.2,21.7,14.85
1288.9,53.0,0.0,7682.0,16303.0,39.06,2.7,21.5,14.74
1290.9,53.0,0.0,7682.0,16303.0,39.22,3.3,21.7,14.84
1293.0,53.0,0.0,7682.0,16303.0,39.38,3.4,21.7,14.88
1295.0,53.0,0.0,7682.0,16303.0,39.18,4.7,21.6,14.8
1297.1,53.0,0.0,7682.0,16303.0,39.19,3.9,21.7,14.86
1299.1,53.0,0.0,7682.0,16303.0,39.1,2.4,21.8,14.91
1301.1,53.0,0.0,7682.0,16303.0,39.13,3.2,21.7,14.83
1303.2,53.0,0.0,7682.0,16303.0,39.27,4.0,21.7,14.89
1305.2,53.0,0.0,7682.0,16303.0,39.34,1.3,21.6,14.81
1307.3,53.0,0.0,7682.0,16303.0,39.4,1.8,21.5,14.74
1309.3,53.0,0.0,7682.0,16303.0,39.31,5.5,21.8,14.93
1311.4,53.0,0.0,7682.0,16303.0,39.4,2.4,21.7,14.88
1313.4,53.0,0.0,7682.0,16303.0,39.4,2.7,21.8,14.91
1315.5,53.0,0.0,7682.0,16303.0,39.39,2.5,21.7,14.86
1317.5,53.0,0.0,7682.0,16303.0,39.2,1.5,21.6,14.78
1319.6,53.0,0.0,7682.0,16303.0,39.23,3.7,21.7,14.85
1321.6,53.0,0.0,7682.0,16303.0,39.3,2.6,21.5,14.75
1323.7,53.0,0.0,7682.0,16303.0,39.34,6.5,21.7,14.83
1325.7,53.0,0.0,7682.0,16303.0,39.47,2.9,21.7,14.87
1327.8,53.0,0.0,7682.0,16303.0,39.5,2.2,21.6,14.82
1329.8,53.0,0.0,7682.0,16303.0,39.33,3.7,21.7,14.86
1331.9,53.0,0.0,7682.0,16303.0,39.27,1.6,21.6,14.81
1333.9,53.0,0.0,7682.0,16303.0,39.24,4.2,21.7,14.85
1336.0,53.0,0.0,7682.0,16303.0,39.42,2.9,21.7,14.83
1338.0,53.0,0.0,7682.0,16303.0,39.22,5.0,21.7,14.87
1340.0,53.0,0.0,7682.0,16303.0,39.39,2.6,21.6,14.81
1342.1,53.0,0.0,7682.0,16303.0,39.19,1.8,21.7,14.84
1344.1,53.0,0.0,7682.0,16303.0,39.14,4.0,21.6,14.79
1346.2,53.0,0.0,7682.0,16303.0,39.4,3.6,21.7,14.84
1348.2,53.0,0.0,7682.0,16303.0,39.36,3.8,21.8,14.92
1350.3,53.0,0.0,7682.0,16303.0,39.52,3.7,21.9,14.96
1352.3,53.0,0.0,7682.0,16303.0,39.41,1.6,21.8,14.9
1354.4,53.0,0.0,7682.0,16303.0,39.44,3.3,21.6,14.8
1356.4,53.0,0.0,7682.0,16303.0,39.38,3.2,21.7,14.84
1358.5,53.0,0.0,7682.0,16303.0,39.39,3.5,21.6,14.76
1360.5,53.0,0.0,7682.0,16303.0,39.42,3.8,21.7,14.85
1362.6,53.0,0.0,7682.0,16303.0,39.51,1.5,21.6,14.77
1364.6,53.0,0.0,7682.0,16303.0,39.37,3.6,21.7,14.85
1366.7,53.0,0.0,7682.0,16303.0,39.39,2.1,21.8,14.9
1368.7,53.0,0.0,7682.0,16303.0,39.42,3.4,21.7,14.83
1370.8,53.0,0.0,7682.0,16303.0,39.42,1.8,21.6,14.81
1372.8,53.0,0.0,7682.0,16303.0,39.46,4.7,21.6,14.8
1374.9,53.0,0.0,7682.0,16303.0,39.51,2.9,21.7,14.85
1376.9,53.0,0.0,7682.0,16303.0,39.54,3.3,21.7,14.84
1379.0,53.0,0.0,7682.0,16303.0,39.46,2.1,21.7,14.85
1381.0,53.0,0.0,7682.0,16303.0,39.62,1.8,21.6,14.8
1383.1,53.0,0.0,7682.0,16303.0,39.47,4.1,21.7,14.86
1385.1,53.0,0.0,7682.0,16303.0,39.47,1.1,21.6,14.79
1387.2,53.0,0.0,7682.0,16303.0,39.51,5.1,21.7,14.88
1389.2,53.0,0.0,7682.0,16303.0,39.29,2.1,21.6,14.8
1391.3,53.0,0.0,7682.0,16303.0,39.48,3.2,21.7,14.87
1393.3,53.0,0.0,7682.0,16303.0,39.42,4.4,21.8,14.9
1395.4,53.0,0.0,7682.0,16303.0,39.41,1.1,21.6,14.82
1397.4,53.0,0.0,7682.0,16303.0,39.48,2.6,21.6,14.78
1399.5,53.0,0.0,7682.0,16303.0,39.33,4.0,21.6,14.81
1401.5,53.0,0.0,7682.0,16303.0,39.26,5.2,21.7,14.88
1403.6,53.0,0.0,7682.0,16303.0,39.35,2.5,21.8,14.92
1405.6,53.0,0.0,7682.0,16303.0,39.4,3.7,21.7,14.84
1407.7,53.0,0.0,7682.0,16303.0,39.53,2.7,21.8,14.89
1409.7,53.0,0.0,7682.0,16303.0,39.46,1.9,21.6,14.8
1411.8,53.0,0.0,7682.0,16303.0,39.47,3.8,21.7,14.88
1413.8,53.0,0.0,7682.0,16303.0,39.53,3.9,21.6,14.79
1415.9,53.0,0.0,7682.0,16303.0,39.48,4.4,21.8,14.94
1417.9,53.0,0.0,7682.0,16303.0,39.29,1.7,21.7,14.86
1420.0,53.0,0.0,7682.0,16303.0,39.29,2.2,21.6,14.77
1422.0,53.0,0.0,7682.0,16303.0,39.43,2.6,21.7,14.87
1424.1,53.0,0.0,7682.0,16303.0,39.4,1.5,21.6,14.79
1426.1,53.0,0.0,7682.0,16303.0,39.4,5.0,21.7,14.85
1428.2,53.0,0.0,7682.0,16303.0,39.4,1.0,21.5,14.74
1430.2,53.0,0.0,7682.0,16303.0,39.32,4.7,21.6,14.82
1432.3,53.0,0.0,7682.0,16303.0,39.28,0.9,21.6,14.77
1434.3,53.0,0.0,7682.0,16303.0,39.44,3.6,21.7,14.87
1436.4,53.0,0.0,7682.0,16303.0,39.34,3.9,21.8,14.94
1438.4,53.0,0.0,7682.0,16303.0,39.34,1.2,21.7,14.84
1440.5,53.0,0.0,7682.0,16303.0,39.4,4.8,21.8,14.91
1442.5,54.0,0.0,7682.0,16303.0,39.34,1.9,21.6,14.81
1444.5,54.0,0.0,7682.0,16303.0,39.31,4.0,21.7,14.88
1446.6,53.0,0.0,7682.0,16303.0,39.4,0.7,21.6,14.8
1448.7,54.0,0.0,7682.0,16303.0,39.41,4.9,21.7,14.88
1450.7,54.0,0.0,7682.0,16303.0,39.5,4.3,21.9,14.96
1452.7,54.0,0.0,7682.0,16303.0,39.48,2.4,21.7,14.88
1454.8,54.0,0.0,7682.0,16303.0,39.47,3.3,21.7,14.89
1456.8,54.0,0.0,7682.0,16303.0,39.4,3.7,21.8,14.9
1458.9,54.0,0.0,7682.0,16303.0,39.31,2.2,21.6,14.8
1460.9,54.0,0.0,7682.0,16303.0,39.34,4.3,21.8,14.91
1463.0,54.0,0.0,7682.0,16303.0,39.2,2.2,21.6,14.82
1465.0,54.0,0.0,7682.0,16303.0,39.46,3.4,21.7,14.88
1467.1,54.0,0.0,7682.0,16303.0,39.27,2.2,21.7,14.85
1469.2,54.0,0.0,7682.0,16303.0,39.4,2.6,21.7,14.85
1471.2,54.0,0.0,7682.0,16303.0,39.2,2.9,21.7,14.87
1473.3,54.0,0.0,7682.0,16303.0,39.16,3.6,21.7,14.87
1475.3,54.0,0.0,7682.0,16303.0,39.25,3.0,21.7,14.86
1477.3,54.0,0.0,7682.0,16303.0,39.3,1.5,21.7,14.84
1479.4,54.0,0.0,7682.0,16303.0,39.19,3.8,21.7,14.84
1481.5,54.0,0.0,7682.0,16303.0,39.14,2.7,21.7,14.84
1483.5,54.0,0.0,7682.0,16303.0,39.17,6.3,21.8,14.91
1485.5,54.0,0.0,7682.0,16303.0,39.21,1.6,21.6,14.82
1487.6,54.0,0.0,7682.0,16303.0,39.21,6.1,21.7,14.88
1489.6,54.0,0.0,7682.0,16303.0,39.33,1.2,21.6,14.79
1491.7,54.0,0.0,7682.0,16303.0,39.31,3.6,21.7,14.86
1493.7,54.0,0.0,7682.0,16303.0,39.45,5.0,21.7,14.88
1495.8,54.0,0.0,7682.0,16303.0,39.4,2.6,21.7,14.87
1497.8,54.0,0.0,7682.0,16303.0,39.49,1.8,21.7,14.87
1499.9,54.0,0.0,7682.0,16303.0,39.5,3.5,21.7,14.89
1501.9,54.0,0.0,7682.0,16303.0,39.42,2.0,21.7,14.88
1504.0,54.0,0.0,7682.0,16303.0,39.52,6.4,21.8,14.94
1506.0,54.0,0.0,7682.0,16303.0,39.43,1.9,21.7,14.85
1508.1,54.0,0.0,7682.0,16303.0,39.47,3.3,21.7,14.85
1510.1,54.0,0.0,7682.0,16303.0,39.32,3.1,21.7,14.85
1512.2,54.0,0.0,7682.0,16303.0,39.42,2.1,21.7,14.86
1514.2,54.0,0.0,7682.0,16303.0,39.33,4.1,21.7,14.85
1516.3,54.0,0.0,7682.0,16303.0,39.6,2.3,21.7,14.88
1518.3,54.0,0.0,7682.0,16303.0,39.49,3.0,21.7,14.87
1520.4,54.0,0.0,7682.0,16303.0,39.4,3.2,21.8,14.91
1522.4,54.0,0.0,7682.0,16303.0,39.44,3.8,21.8,14.96
1524.4,54.0,0.0,7682.0,16303.0,39.42,0.8,21.7,14.88
1526.5,54.0,0.0,7682.0,16303.0,39.35,2.8,21.6,14.79
1528.5,54.0,0.0,7682.0,16303.0,39.38,5.3,21.7,14.86
1530.6,54.0,0.0,7682.0,16303.0,39.5,2.0,21.8,14.9
1532.6,54.0,0.0,7682.0,16303.0,39.63,4.6,21.8,14.92
1534.7,54.0,0.0,7682.0,16303.0,39.65,3.2,21.8,14.9
1536.7,54.0,0.0,7682.0,16303.0,39.39,5.8,21.7,14.89
1538.8,54.0,0.0,7682.0,16303.0,39.5,2.5,21.7,14.87
